session_id,account_id,station_id,connector_type,zone,started_at,initiated_via,status,start_soc_pct,ambient_temp_c,grid_load_index,energy_kwh,duration_mins,amount_inr,rating,error_code
VG-SES-031336,VG-ACC-01839,VG-ST-014,Type2 AC,Secunderabad,2025-05-09 05:45,Walk-Up,Completed,56.2,26.1,0.502,1.77,321.0,21,3.0,
VG-SES-031337,VG-ACC-00564,VG-ST-012,CCS2,Gachibowli,2025-11-05 16:30,app,Completed,43.6,30.4,0.641,3.37,298.0,74,3.0,
VG-SES-031338,VG-ACC-01589,VG-ST-013,Bharat AC-001,Kukatpally,00-00-0000,Walk-Up,Completed,33.0,21.0,0.758,81.04,182.0,972,1.0,
VG-SES-031339,VG-ACC-01602,VG-ST-018,Type2 AC,Kukatpally,2025-02-26 01:30,App,Interrupted,20.6,21.9,0.531,0.31,267.0,4,,
VG-SES-031340,VG-ACC-01091,VG-ST-004,GB/T,Secunderabad,2025-06-18 07:30,walk-up,Completed,65.0,30.9,0.525,28.15,29.0,732,3.0,
VG-SES-031341,VG-ACC-01753,VG-ST-001,CCS2,Madhapur,2025-04-28 19:45,App,Failed,53.6,33.2,0.79,,,,,E-GND-FAULT
VG-SES-031342,VG-ACC-02370,VG-ST-001,CCS2,Madhapur,2025-07-22 07:45,RFID,Completed,67.7,31.3,0.58,0.68,45.0,18,1.0,
VG-SES-031343,VG-ACC-01034,VG-ST-017,Bharat AC-001,Gachibowli,2025-10-09 01:00,Walk-Up,Interrupted,43.0,25.6,0.408,,355.0,,,
VG-SES-031344,VG-ACC-00709,VG-ST-014,Type2 AC,Secunderabad,2025-04-18 23:45,App,Completed,74.2,24.2,0.593,0.86,201.0,10,5.0,
VG-SES-031345,VG-ACC-01106,VG-ST-003,CCS2,Kukatpally,2025-09-02 18:30,App,Completed,30.1,34.8,0.774,0.39,22.0,10,,
VG-SES-031346,VG-ACC-01420,VG-ST-013,Bharat AC-001,Kukatpally,2025-04-17 22:00,RFID,Completed,23.7,26.7,0.65,7.18,548.0,86,5.0,
VG-SES-031347,VG-ACC-00309,VG-ST-015,Bharat AC-001,Uppal,2025-01-15 02:00,Walk-Up,Completed,28.8,15.3,0.482,12.31,331.0,148,,
VG-SES-031348,VG-ACC-02400,VG-ST-014,Type2 AC,Secunderabad,2025-10-01 20:15,APP,Completed,47.8,31.6,0.861,4.77,402.0,57,,
VG-SES-031349,VG-ACC-01174,VG-ST-009,Type2 AC,Secunderabad,2025-06-22 15:45,walk-up,Completed,58.9,40.1,0.471,1.25,158.0,15,2.0,
VG-SES-031350,VG-ACC-02410,VG-ST-009,Type2 AC,Secunderabad,2025-08-06 08:15,App,Interrupted,47.2,32.3,0.556,5.54,180.0,66,,
VG-SES-031351,VG-ACC-02404,VG-ST-014,Type2 AC,Secunderabad,2025-05-04 21:45,App,Completed,29.8,32.3,0.701,0.4,250.0,5,3.0,
VG-SES-031352,VG-ACC-00160,VG-ST-005,CCS2,Uppal,2025-05-29 07:15,RFID,Completed,13.3,31.1,0.54,46.52,32.0,1210,3.0,
VG-SES-031353,VG-ACC-00285,VG-ST-008,CCS2,Kukatpally,2025-09-28 15:00,Walk-Up,Completed,70.8,32.5,0.5,1.17,324.0,26,,
VG-SES-031354,VG-ACC-00454,VG-ST-003,CCS2,Kukatpally,2025-07-04 11:00,Walk-Up,Completed,32.8,37.4,0.647,21.67,27.0,563,4.0,
VG-SES-031355,VG-ACC-01420,VG-ST-006,CHAdeMO,Madhapur,2025-02-18 18:15,RFID,Completed,22.4,25.2,0.836,2.58,56.0,67,5.0,
VG-SES-031356,VG-ACC-00885,VG-ST-006,CHAdeMO,Madhapur,2025-06-16 22:15,RFID,Completed,29.3,30.8,0.676,0.17,12.0,4,3.0,
VG-SES-031357,VG-ACC-00046,VG-ST-017,Bharat AC-001,Gachibowli,2025-02-14 21:30,RFID,Completed,56.0,19.5,0.78,21.63,369.0,260,3.0,
VG-SES-031358,VG-ACC-01411,VG-ST-013,Bharat AC-001,Kukatpally,2025-02-27 20:45,Walk-Up,Completed,57.2,23.2,0.859,12.91,325.0,155,4.0,
VG-SES-031359,VG-ACC-00814,VG-ST-013,Bharat AC-001,Kukatpally,2025-11-22 05:15,walk-up,Completed,34.2,16.7,0.518,5.13,357.0,62,4.0,
VG-SES-031360,VG-ACC-02109,VG-ST-013,Bharat AC-001,Kukatpally,2025-10-15 06:00,Walk-Up,Completed,23.4,21.3,0.514,2.8,666.0,34,2.0,
VG-SES-031361,VG-ACC-01903,VG-ST-008,CCS2,Kukatpally,2025-10-14 10:30,Walk-Up,Completed,39.3,31.5,0.607,2.25,212.0,50,,
VG-SES-031362,VG-ACC-02112,VG-ST-015,Bharat AC-001,Uppal,2025-01-31 00:00,Walk-Up,Completed,24.4,17.3,0.525,1.41,626.0,17,5.0,
VG-SES-031363,VG-ACC-01418,VG-ST-014,Type2 AC,Secunderabad,2025-11-26 00:00,RFID,Completed,52.0,17.4,0.433,90.39,217.0,1085,2.0,
VG-SES-031364,VG-ACC-01740,VG-ST-009,Type2 AC,Secunderabad,2025-03-12 08:00,App,Completed,46.5,24.8,0.63,130.82,287.0,1570,5.0,
VG-SES-031365,VG-ACC-00203,VG-ST-016,Type2 AC,Madhapur,2025-02-28 21:45,RFID,Interrupted,9.1,23.8,0.823,0.86,526.0,10,,
VG-SES-031366,VG-ACC-01900,VG-ST-015,Bharat AC-001,Uppal,2025-07-05 21:45,Walk-Up,Completed,46.1,35.0,0.685,4.96,229.0,60,3.0,
VG-SES-031367,VG-ACC-01130,VG-ST-002,CHAdeMO,Gachibowli,2025-05-06 07:00,APP,Failed,67.0,31.9,0.611,,,,,E-COMM-TIMEOUT
VG-SES-031368,VG-ACC-00011,VG-ST-013,Bharat AC-001,Kukatpally,2025-06-02 23:45,RFID,Failed,40.4,32.4,0.712,,,,,E-COMM-TIMEOUT
VG-SES-031369,VG-ACC-00198,VG-ST-013,Bharat AC-001,Kukatpally,2025-10-13 06:00,App,Completed,28.3,20.2,0.556,8.45,431.0,101,4.0,
VG-SES-031370,VG-ACC-00771,VG-ST-014,Type2 AC,Secunderabad,2025-07-16 22:15,Walk-Up,Completed,59.1,34.8,0.718,9.49,195.0,114,3.0,
VG-SES-031371,VG-ACC-00934,VG-ST-010,Bharat DC-001,Uppal,2025-04-09 13:15,App,Completed,32.9,30.9,0.542,1.43,168.0,17,,
VG-SES-031372,VG-ACC-00522,VG-ST-002,CHAdeMO,Gachibowli,2025-10-31 13:15,RFID,Completed,36.3,27.0,0.593,7.04,20.0,183,4.0,
VG-SES-031373,VG-ACC-01923,VG-ST-005,CCS2,Uppal,2025-08-21 07:30,Walk-Up,Completed,45.9,28.4,0.644,,17.0,,,
VG-SES-031374,VG-ACC-01118,VG-ST-003,CCS2,Kukatpally,2025-04-05 08:00,RFID,Completed,58.1,24.3,0.562,0.43,43.0,11,1.0,
VG-SES-031375,VG-ACC-00646,VG-ST-006,CHAdeMO,Madhapur,2025-01-18 19:15,RFID,Interrupted,45.7,22.4,0.775,0.09,30.0,2,,
VG-SES-031376,VG-ACC-01685,VG-ST-001,CCS2,Madhapur,2025-02-19 22:30,RFID,Completed,53.1,19.8,0.663,,27.0,,5.0,
VG-SES-031377,VG-ACC-01134,VG-ST-010,Bharat DC-001,Uppal,2025-03-09 17:45,RFID,Completed,29.2,28.8,0.642,8.09,34.0,97,1.0,
VG-SES-031378,VG-ACC-01947,VG-ST-008,CCS2,Kukatpally,2025-02-10 14:30,Walk-Up,Completed,14.0,28.2,0.505,12.8,176.0,282,3.0,
VG-SES-031379,VG-ACC-01251,VG-ST-012,CCS2,Gachibowli,2025-11-02 09:00,App,Completed,35.0,23.8,0.603,3.89,210.0,86,2.0,
VG-SES-031380,VG-ACC-01874,VG-ST-007,Type2 AC,Gachibowli,2025-01-20 09:00,RFID,Interrupted,63.0,19.6,0.595,3.62,228.0,Rs.43,,
VG-SES-031381,VG-ACC-02134,VG-ST-014,Type2 AC,Secunderabad,2025-11-09 20:15,RFID,Completed,62.7,26.3,0.833,,245.0,,4.0,
VG-SES-031382,VG-ACC-00199,VG-ST-002,CHAdeMO,Gachibowli,2025-09-18 19:45,rfid,Completed,42.9,34.8,0.758,0.4,30.0,10,4.0,
VG-SES-031383,VG-ACC-00304,VG-ST-011,Type2 AC,Madhapur,2025-01-26 09:00, App,Completed,34.3,20.1,0.576,3.53,329.0,78,2.0,
VG-SES-031384,VG-ACC-01827,VG-ST-013,Bharat AC-001,Kukatpally,2025-05-31 22:30,Walk-Up,Completed,27.8,32.0,0.681,2.18,201.0,Rs.26,5.0,
VG-SES-031385,VG-ACC-01377,VG-ST-009,Type2 AC,Secunderabad,2025-01-03 09:30,app,Interrupted,32.5,17.0,0.614,10.35,164.0,124,,
VG-SES-031386,VG-ACC-00602,VG-ST-002,CHAdeMO,Gachibowli,2025-03-26 06:15,Walk-Up,Completed,24.9,22.9,0.523,0.31,27.0,8,3.0,
VG-SES-031387,VG-ACC-00077,VG-ST-011,Type2 AC,Madhapur,2025-03-31 09:15,app,Completed,51.4,28.8,0.65,1.25,137.0,28,2.0,
VG-SES-031388,VG-ACC-02389,VG-ST-005,CCS2,Uppal,2025-08-11 08:45,Walk-Up,Interrupted,31.7,35.0,0.586,,13.0,,,
VG-SES-031389,VG-ACC-00234,VG-ST-008,CCS2,Kukatpally,2025-03-05 15:30,rfid,Completed,33.2,31.5,0.554,16.87,104.0,371,1.0,
VG-SES-031390,VG-ACC-01157,VG-ST-002,CHAdeMO,Gachibowli,2025-09-14 22:15,App,Completed,36.5,30.7,0.608,1.9,42.0,49,2.0,
VG-SES-031391,VG-ACC-00552,VG-ST-008,CCS2,Kukatpally,2025-08-21 08:30,Walk-Up,Completed,71.4,35.0,0.633,2.29,130.0,50,,
VG-SES-031392,VG-ACC-00989,VG-ST-015,Bharat AC-001,Uppal,2025-11-06 21:15, App,Completed,33.7,24.6,0.667,16.42,215.0,197,4.0,
VG-SES-031393,VG-ACC-01800,VG-ST-006,CHAdeMO,Madhapur,2025-07-01 12:15,rfid,Completed,13.6,38.9,0.572,1.28,29.0,33,1.0,
VG-SES-031394,VG-ACC-01273,VG-ST-018,Type2 AC,Kukatpally,2025-05-12 22:00,Walk-Up,Completed,35.6,27.7,0.705,3.37,140.0,40,3.0,
VG-SES-031395,VG-ACC-00103,VG-ST-017,Bharat AC-001,Gachibowli,2025-08-26 21:30,walk-up,Failed,48.4,36.2,0.773,,,,,E-THERMAL
VG-SES-031396,VG-ACC-00219,VG-ST-010,Bharat DC-001,Uppal,2025-08-16 13:15,Walk-Up,Completed,48.5,40.9,0.459,3.04,187.0,36,3.0,
VG-SES-031397,VG-ACC-02363,VG-ST-004,GB/T,Secunderabad,2025-03-11 20:00,RFID,Completed,25.9,23.4,0.762,4.6,22.0,120,,
VG-SES-031398,VG-ACC-00630,VG-ST-007,Type2 AC,Gachibowli,2025-03-31 08:45,App,Completed,59.6,25.0,0.639,,247.0,,1.0,
VG-SES-031399,VG-ACC-01070,VG-ST-005,CCS2,Uppal,2025-07-31 19:15,walk-up,Interrupted,67.6,34.4,0.848,2.18,37.0,57,,
VG-SES-031400,VG-ACC-01964,VG-ST-011,Type2 AC,Madhapur,2025-10-13 17:30,Walk-Up,Interrupted,29.3,30.1,0.69,0.6,85.0,13,,
VG-SES-031401,VG-ACC-02097,VG-ST-014,Type2 AC,Secunderabad,2025-06-23 23:00,App,Interrupted,41.1,31.1,0.642,0.22,624.0,3,,
VG-SES-031402,VG-ACC-00711,VG-ST-012,CCS2,Gachibowli,2025-10-27 14:30,app,Completed,32.6,29.8,0.554,4.17,108.0,92,2.0,
VG-SES-031403,VG-ACC-00555,VG-ST-014,Type2 AC,Secunderabad,2025-06-30 05:15, App,Completed,56.0,34.6,0.485,2.08,731.0,25,,
VG-SES-031404,VG-ACC-01094,VG-ST-018,Type2 AC,Kukatpally,2025-07-27 05:30,App,Completed,26.7,30.3,0.49,4.71,285.0,57,1.0,
VG-SES-031405,VG-ACC-00845,VG-ST-007,Type2 AC,Gachibowli,2025-05-01 14:30, App,Completed,42.2,38.1,0.462,26.9,255.0,323,5.0,
VG-SES-031406,VG-ACC-01753,VG-ST-009,Type2 AC,Secunderabad,2025-08-06 08:45,walk-up,Completed,43.1,34.3,0.595,6.71,254.0,81,1.0,
VG-SES-031407,VG-ACC-01818,VG-ST-018,Type2 AC,Kukatpally,2025-01-26 01:45,App,Completed,38.8,13.9,0.504,0.95,383.0,11,4.0,
VG-SES-031408,VG-ACC-00651,VG-ST-005,CCS2,Uppal,2025-08-06 20:45,App,Completed,53.3,34.7,0.843,0.3,29.0,8,5.0,
VG-SES-031409,VG-ACC-00948,VG-ST-013,Bharat AC-001,Kukatpally,2025-05-13 05:30,APP,Failed,62.6,25.7,0.552,,,,,E-AUTH
VG-SES-031410,VG-ACC-01827,VG-ST-002,CHAdeMO,Gachibowli,2025-07-15 22:30,App,Completed,42.2,35.0,0.719,0.35,21.0,9,2.0,
VG-SES-031411,VG-ACC-01269,VG-ST-003,CCS2,Kukatpally,2025-11-22 19:30,RFID,Completed,55.1,19.9,0.701,0.6,32.0,16,1.0,
VG-SES-031412,VG-ACC-01378,VG-ST-004,GB/T,Secunderabad,2025-05-25 19:00,App,Interrupted,18.9,38.7,0.701,,34.0,,,
VG-SES-031413,VG-ACC-02024,VG-ST-004,GB/T,Secunderabad,2025-08-12 21:00,app,Completed,28.1,34.6,0.725,3.76,22.0,Rs.98,5.0,
VG-SES-031414,VG-ACC-01630,VG-ST-018,Type2 AC,Kukatpally,2025-09-02 20:45,RFID,Completed,51.2,34.5,0.821,27.36,478.0,328,4.0,
VG-SES-031415,VG-ACC-01628,VG-ST-018,Type2 AC,Kukatpally,2025-02-25 21:00,walk-up,Completed,65.1,24.3,0.705,1.74,408.0,21,4.0,
VG-SES-031416,VG-ACC-01205,VG-ST-016,Type2 AC,Madhapur,2025-11-19 23:45,RFID,Failed,29.9,22.7,0.667,,,,,E-GND-FAULT
VG-SES-031417,VG-ACC-02090,VG-ST-004,GB/T,Secunderabad,2025-07-03 11:45,walk-up,Interrupted,13.5,39.0,0.584,11.99,51.0,312,,
VG-SES-031418,VG-ACC-00058,VG-ST-009,Type2 AC,Secunderabad,2025-09-04 14:15,APP,Completed,22.3,39.7,0.577,0.7,151.0,8,1.0,
VG-SES-031419,VG-ACC-00217,VG-ST-005,CCS2,Uppal,2025-02-11 20:30,RFID,Failed,33.7,21.1,0.788,,,,,E-COMM-TIMEOUT
VG-SES-031420,VG-ACC-01692,VG-ST-015,Bharat AC-001,Uppal,2025-04-13 20:00,App,Failed,19.8,31.5,0.766,,,,,E-AUTH
VG-SES-031421,VG-ACC-01521,VG-ST-014,Type2 AC,Secunderabad,2025-11-06 22:00,APP,Completed,40.4,21.0,0.673,11.39,385.0,137,5.0,
VG-SES-031422,VG-ACC-00700,VG-ST-015,Bharat AC-001,Uppal,2025-06-15 01:15,Walk-Up,Completed,65.4,32.7,0.47,0.62,406.0,7,3.0,
VG-SES-031423,VG-ACC-01504,VG-ST-007,Type2 AC,Gachibowli,2025-01-08 09:45,RFID,Completed,51.1,21.3,0.636,3.27,160.0,39,2.0,
VG-SES-031424,VG-ACC-00268,VG-ST-018,Type2 AC,Kukatpally,2025-07-17 06:30,rfid,Interrupted,59.7,34.9,0.654,0.36,257.0,4,,
VG-SES-031425,VG-ACC-01518,VG-ST-007,Type2 AC,Gachibowli,2025-10-09 10:45,APP,Completed,63.2,25.6,0.591,3.12,109.0,37,,
VG-SES-031426,VG-ACC-00904,VG-ST-006,CHAdeMO,Madhapur,2025-01-28 18:15,app,Completed,40.8,26.0,0.844,10.57,56.0,275,5.0,
VG-SES-031427,VG-ACC-01473,VG-ST-007,Type2 AC,Gachibowli,2025-03-04 17:30,APP,Completed,33.8,28.1,0.656,1.78,92.0,21,2.0,
VG-SES-031428,VG-ACC-00853,VG-ST-010,Bharat DC-001,Uppal,2025-06-12 14:45,Walk-Up,Completed,38.1,39.9,0.57,17.06,272.0,205,5.0,
VG-SES-031429,VG-ACC-01810,VG-ST-012,CCS2,Gachibowli,2025-05-13 10:15,APP,Completed,36.0,32.9,0.612,,157.0,,3.0,
VG-SES-031430,VG-ACC-00280,VG-ST-003,CCS2,Kukatpally,2025-02-03 13:00,App,Completed,20.5,24.6,0.533,,14.0,,2.0,
VG-SES-031431,VG-ACC-02111,VG-ST-001,CCS2,Madhapur,2025-03-05 19:00, App,Completed,28.1,30.5,0.792,0.21,20.0,5,3.0,
VG-SES-031432,VG-ACC-01237,VG-ST-003,CCS2,Kukatpally,2025-06-18 11:45,RFID,Completed,46.6,37.6,0.613,0.58,43.0,15,3.0,
VG-SES-031433,VG-ACC-00574,VG-ST-004,GB/T,Secunderabad,2025-07-17 12:15,walk-up,Completed,52.1,40.3,0.552,1.4,28.0,36,5.0,
VG-SES-031434,VG-ACC-02406,VG-ST-018,Type2 AC,Kukatpally,2025-01-29 01:30,RFID,Completed,14.8,17.6,0.544,1.46,361.0,18,5.0,
VG-SES-031435,VG-ACC-00262,VG-ST-017,Bharat AC-001,Gachibowli,2025-08-25 06:45,Walk-Up,Failed,51.8,28.8,0.574,,,,,E-OVERCURRENT
VG-SES-031436,VG-ACC-01343,VG-ST-005,CCS2,Uppal,2025-04-30 08:15,RFID,Completed,74.1,31.5,0.662,12.09,34.0,314,5.0,
VG-SES-031437,VG-ACC-00185,VG-ST-011,Type2 AC,Madhapur,2025-11-26 09:45,RFID,Completed,43.3,20.7,0.608,1.5,152.0,33,,
VG-SES-031438,VG-ACC-02249,VG-ST-008,CCS2,Kukatpally,2025-11-11 08:00,RFID,Completed,57.9,24.7,0.684,24.0,76.0,528,1.0,
VG-SES-031439,VG-ACC-00397,VG-ST-004,GB/T,Secunderabad,2025-07-24 12:30,rfid,Completed,65.6,37.8,0.641,0.68,52.0,18,2.0,
VG-SES-031440,VG-ACC-00630,VG-ST-004,GB/T,Secunderabad,2025-01-03 08:45,RFID ,Completed,13.1,17.8,0.618,0.63,14.0,16,4.0,
VG-SES-031441,VG-ACC-01640,VG-ST-018,Type2 AC,Kukatpally,2025-02-11 20:00,APP,Completed,41.4,24.1,0.828,16.03,378.0,192,3.0,
VG-SES-031442,VG-ACC-02212,VG-ST-017,Bharat AC-001,Gachibowli,2025-04-01 01:30,walk-up,Completed,27.0,22.9,0.539,,224.0,,2.0,
VG-SES-031443,VG-ACC-01042,VG-ST-002,CHAdeMO,Gachibowli,2025-05-26 07:30,Walk-Up,Completed,73.0,32.2,0.627,12.4,51.0,322,4.0,
VG-SES-031444,VG-ACC-00651,VG-ST-006,CHAdeMO,Madhapur,2025-05-03 06:15,App,Failed,51.4,25.5,0.509,,,,,E-COMM-TIMEOUT
VG-SES-031445,VG-ACC-00874,VG-ST-002,CHAdeMO,Gachibowli,2025-09-13 22:30,app,Interrupted,23.2,33.5,0.683,13.36,31.0,347,,
VG-SES-031446,VG-ACC-02294,VG-ST-006,CHAdeMO,Madhapur,2025-07-14 22:30,RFID,Interrupted,58.3,31.5,0.674,0.07,20.0,2,,
VG-SES-031447,VG-ACC-02275,VG-ST-006,CHAdeMO,Madhapur,00-00-0000,Walk-Up,Completed,73.4,33.4,0.737,5.12,22.0,Rs.133,,
VG-SES-031448,VG-ACC-00307,VG-ST-011,Type2 AC,Madhapur,2025-11-15 11:30,App,Completed,45.9,27.0,0.519,17.44,180.0,384,5.0,
VG-SES-031449,VG-ACC-02251,VG-ST-014,Type2 AC,Secunderabad,2025-10-23 23:15,App,Completed,43.4,22.5,0.546,11.7,91.0,140,,
VG-SES-031450,VG-ACC-02103,VG-ST-014,Type2 AC,Secunderabad,2025-07-31 05:15,Walk-Up,Completed,32.8,31.9,0.55,1.69,635.0,20,5.0,
VG-SES-031451,VG-ACC-01348,VG-ST-005,CCS2,Uppal,2025-03-14 06:30,App,Completed,37.2,22.1,0.58,1.02,30.0,27,2.0,
VG-SES-031452,VG-ACC-00639,VG-ST-006,CHAdeMO,Madhapur,2025-10-22 20:15,RFID,Interrupted,49.4,27.2,0.783,3.65,33.0,95,,
VG-SES-031453,VG-ACC-01147,VG-ST-015,Bharat AC-001,Uppal,2025-08-30 00:45,RFID ,Completed,44.8,28.6,0.453,0.86,355.0,10,3.0,
VG-SES-031454,VG-ACC-01939,VG-ST-001,CCS2,Madhapur,2025-02-23 12:45,RFID,Completed,38.8,27.0,0.52,0.54,19.0,14,4.0,
VG-SES-031455,VG-ACC-00677,VG-ST-001,CCS2,Madhapur,2025-02-27 07:00,Walk-Up,Failed,44.2,23.7,0.558,,,,,E-OVERCURRENT
VG-SES-031456,VG-ACC-00860,VG-ST-007,Type2 AC,Gachibowli,2025-04-06 13:00, App,Interrupted,50.8,30.5,0.479,0.52,131.0,6,,
VG-SES-031457,VG-ACC-01150,VG-ST-010,Bharat DC-001,Uppal,2025-07-27 17:00,APP,Interrupted,8.0,41.6,0.631,0.9,393.0,11,,
VG-SES-031458,VG-ACC-00169,VG-ST-007,Type2 AC,Gachibowli,2025-10-20 13:45,RFID,Completed,35.4,32.1,0.486,0.92,155.0,11,1.0,
VG-SES-031459,VG-ACC-01028,VG-ST-004,GB/T,Secunderabad,2025-02-15 21:30,App,Completed,35.2,25.6,0.819,0.22,16.0,6,1.0,
VG-SES-031460,VG-ACC-00335,VG-ST-013,Bharat AC-001,Kukatpally,2025-01-02 01:00,App,Completed,66.6,18.5,0.512,3.54,235.0,42,5.0,
VG-SES-031461,VG-ACC-00018,VG-ST-004,GB/T,Secunderabad,2025-08-14 11:00,RFID,Failed,43.9,39.4,0.625,,,,,E-GND-FAULT
VG-SES-031462,VG-ACC-00968,VG-ST-013,Bharat AC-001,Kukatpally,2025-05-30 22:15,App,Completed,44.0,36.2,0.766,14.21,575.0,171,5.0,
VG-SES-031463,VG-ACC-01897,VG-ST-002,CHAdeMO,Gachibowli,2025-01-26 21:00,rfid,Failed,18.7,21.0,0.771,,,,,E-AUTH
VG-SES-031464,VG-ACC-02457,VG-ST-009,Type2 AC,Secunderabad,2025-05-30 09:45,RFID,Completed,33.7,33.8,0.659,1.34,165.0,Rs.16,4.0,
VG-SES-031465,VG-ACC-01097,VG-ST-017,Bharat AC-001,Gachibowli,2025-01-14 20:00,RFID,Completed,40.3,23.3,0.788,62.03,568.0,744,1.0,
VG-SES-031466,VG-ACC-01885,VG-ST-015,Bharat AC-001,Uppal,2025-11-09 00:00, App,Completed,27.6,19.1,0.462,8.84,297.0,106,1.0,
VG-SES-031467,VG-ACC-00558,VG-ST-016,Type2 AC,Madhapur,2025-10-12 23:00,Walk-Up,Completed,30.8,28.1,0.541,6.55,332.0,79,,
VG-SES-031468,VG-ACC-01592,VG-ST-015,Bharat AC-001,Uppal,2025-05-29 21:15,App,Failed,37.4,31.7,0.817,,,,,E-GND-FAULT
VG-SES-031469,VG-ACC-01666,VG-ST-010,Bharat DC-001,Uppal,2025-09-29 14:45,App,Completed,25.3,32.1,0.525,1.6,156.0,19,,
VG-SES-031470,VG-ACC-00831,VG-ST-008,CCS2,Kukatpally,2025-10-27 13:30,rfid,Completed,47.8,28.7,0.444,1.97,199.0,Rs.43,2.0,
VG-SES-031471,VG-ACC-01120,VG-ST-012,CCS2,Gachibowli,2025-01-10 13:45,app,Completed,39.9,22.6,0.628,2.27,95.0,50,1.0,
VG-SES-031472,VG-ACC-01676,VG-ST-011,Type2 AC,Madhapur,2025-07-13 11:45,walk-up,Completed,45.6,37.2,0.537,20.23,187.0,445,3.0,
VG-SES-031473,VG-ACC-00785,VG-ST-015,Bharat AC-001,Uppal,2025-03-15 21:15,RFID,Completed,22.7,20.7,0.726,8.93,790.0,Rs.107,2.0,
VG-SES-031474,VG-ACC-01510,VG-ST-001,CCS2,Madhapur,2025-04-09 21:15,RFID,Completed,60.0,26.5,0.694,1.25,29.0,32,5.0,
VG-SES-031475,VG-ACC-00578,VG-ST-005,CCS2,Uppal,2025-07-29 11:45,App,Completed,62.2,37.6,0.652,0.18,22.0,5,5.0,
VG-SES-031476,VG-ACC-01339,VG-ST-015,Bharat AC-001,Uppal,2025-02-18 20:45,Walk-Up,Completed,34.8,23.7,0.784,2.45,614.0,29,5.0,
VG-SES-031477,VG-ACC-00148,VG-ST-012,CCS2,Gachibowli,2025-10-31 08:45,RFID,Completed,69.2,23.5,0.628,1.13,155.0,25,3.0,
VG-SES-031478,VG-ACC-90008,VG-ST-007,Type2 AC,Gachibowli,2025-06-11 17:00,Walk-Up,Interrupted,23.0,40.0,0.666,0.89,169.0,11,,
VG-SES-031479,VG-ACC-01258,VG-ST-004,GB/T,Secunderabad,2025-10-15 08:30,RFID,Completed,18.1,26.6,0.581,0.7,57.0,18,4.0,
VG-SES-031480,VG-ACC-02069,VG-ST-016,Type2 AC,Madhapur,2025-01-06 19:45,RFID ,Completed,62.3,19.8,0.822,1.34,380.0,16,4.0,
VG-SES-031481,VG-ACC-00939,VG-ST-001,CCS2,Madhapur,2025-09-19 21:45,RFID ,Interrupted,38.5,32.6,0.772,5.33,26.0,139,,
VG-SES-031482,VG-ACC-00016,VG-ST-004,GB/T,Secunderabad,2025-04-21 20:45,app,Completed,28.2,29.8,0.85,0.28,33.0,7,4.0,
VG-SES-031483,VG-ACC-00101,VG-ST-004,GB/T,Secunderabad,2025-08-22 19:00,RFID,Completed,39.8,31.4,0.777,1.39,34.0,Rs.36,5.0,
VG-SES-031484,VG-ACC-01349,VG-ST-010,Bharat DC-001,Uppal,2025-06-22 13:00,app,Completed,56.4,38.5,0.492,1.34,136.0,16,,
VG-SES-031485,VG-ACC-02032,VG-ST-012,CCS2,Gachibowli,2025-07-09 14:45,walk-up,Completed,35.1,41.2,0.542,0.81,125.0,Rs.18,4.0,
VG-SES-031486,VG-ACC-02227,VG-ST-011,Type2 AC,Madhapur,2025-07-04 09:45,app,Completed,51.5,39.1,0.682,0.92,147.0,20,2.0,
VG-SES-031487,VG-ACC-02021,VG-ST-018,Type2 AC,Kukatpally,2025-06-09 01:00,RFID ,Interrupted,29.7,33.2,0.517,5.42,189.0,65,,
VG-SES-031488,VG-ACC-00850,VG-ST-001,CCS2,Madhapur,2025-05-27 06:00,App,Completed,23.5,26.7,0.502,6.25,17.0,162,5.0,
VG-SES-031489,VG-ACC-01226,VG-ST-006,CHAdeMO,Madhapur,2025-11-18 19:15,RFID ,Completed,26.4,23.4,0.751,0.72,51.0,19,2.0,
VG-SES-031490,VG-ACC-02221,VG-ST-007,Type2 AC,Gachibowli,2025-11-15 13:15,App,Interrupted,66.4,28.3,0.458,0.15,177.0,2,,
VG-SES-031491,VG-ACC-02098,VG-ST-005,CCS2,Uppal,2025-07-13 08:30, App,Failed,31.8,35.2,0.542,,,,,E-COMM-TIMEOUT
VG-SES-031492,VG-ACC-01135,VG-ST-011,Type2 AC,Madhapur,2025-02-18 10:30,RFID,Completed,24.3,23.4,0.665,1.55,163.0,34,2.0,
VG-SES-031493,VG-ACC-01203,VG-ST-012,CCS2,Gachibowli,2025-01-18 09:30,APP,Completed,50.7,20.9,0.628,1.09,64.0,24,4.0,
VG-SES-031494,VG-ACC-00174,VG-ST-003,CCS2,Kukatpally,2025-11-26 20:30,APP,Completed,54.9,20.2,0.818,0.52,42.0,14,3.0,
VG-SES-031495,VG-ACC-00423,VG-ST-003,CCS2,Kukatpally,2025-03-02 13:15,RFID,Completed,10.4,27.1,0.513,17.64,35.0,459,5.0,
VG-SES-031496,VG-ACC-01324,VG-ST-012,CCS2,Gachibowli,2025-08-17 11:30,App,Completed,26.9,36.8,0.534,15.78,151.0,347,,
VG-SES-031497,VG-ACC-01294,VG-ST-001,CCS2,Madhapur,2025-08-23 18:45,Walk-Up,Interrupted,18.1,35.4,0.603,1.36,38.0,35,,
